borocode,borough,tree species,steward,tree count,count_health_good,count_health_fair,count_health_poor,good,fair,poor,spccode
5,Staten Island,Turkish hazelnut,1or2,6,5,0,1,83.33,0.0,16.67,21
5,Staten Island,Turkish hazelnut,3or4,1,0,1,0,0.0,100.0,0.0,21
5,Staten Island,Turkish hazelnut,None,10,9,1,0,90.0,10.0,0.0,21
1,Manhattan,two-winged silverbell,None,2,2,0,0,100.0,0.0,0.0,22
1,Manhattan,two-winged silverbell,1or2,6,3,3,0,50.0,50.0,0.0,22
2,Bronx,two-winged silverbell,None,15,12,3,0,80.0,20.0,0.0,22
2,Bronx,two-winged silverbell,1or2,11,6,4,1,54.55,36.36,9.09,22
3,Brooklyn,two-winged silverbell,None,33,24,8,1,72.73,24.24,3.03,22
3,Brooklyn,two-winged silverbell,3or4,2,2,0,0,100.0,0.0,0.0,22
3,Brooklyn,two-winged silverbell,1or2,22,12,9,1,54.55,40.91,4.55,22
4,Queens,two-winged silverbell,1or2,11,10,1,0,90.91,9.09,0.0,22
4,Queens,two-winged silverbell,None,57,48,9,0,84.21,15.79,0.0,22
4,Queens,two-winged silverbell,3or4,5,3,1,1,60.0,20.0,20.0,22
5,Staten Island,two-winged silverbell,1or2,12,8,2,2,66.67,16.67,16.67,22
5,Staten Island,two-winged silverbell,None,45,28,16,1,62.22,35.56,2.22,22
1,Manhattan,Siberian elm,3or4,14,14,0,0,100.0,0.0,0.0,23
1,Manhattan,Siberian elm,None,56,50,6,0,89.29,10.71,0.0,23
1,Manhattan,Siberian elm,1or2,86,67,12,7,77.91,13.95,8.14,23
2,Bronx,Siberian elm,None,312,280,27,5,89.74,8.65,1.6,23
2,Bronx,Siberian elm,1or2,74,64,7,3,86.49,9.46,4.05,23
2,Bronx,Siberian elm,3or4,6,5,1,0,83.33,16.67,0.0,23
3,Brooklyn,Siberian elm,1or2,144,118,23,3,81.94,15.97,2.08,23
3,Brooklyn,Siberian elm,None,351,236,105,10,67.24,29.91,2.85,23
3,Brooklyn,Siberian elm,3or4,12,11,1,0,91.67,8.33,0.0,23
4,Queens,Siberian elm,None,267,189,58,20,70.79,21.72,7.49,23
4,Queens,Siberian elm,3or4,5,5,0,0,100.0,0.0,0.0,23
4,Queens,Siberian elm,1or2,68,55,11,2,80.88,16.18,2.94,23
5,Staten Island,Siberian elm,1or2,53,49,4,0,92.45,7.55,0.0,23
5,Staten Island,Siberian elm,3or4,2,2,0,0,100.0,0.0,0.0,23
5,Staten Island,Siberian elm,None,145,125,19,1,86.21,13.1,0.69,23
1,Manhattan,Kentucky yellowwood,None,6,3,1,2,50.0,16.67,33.33,24
1,Manhattan,Kentucky yellowwood,1or2,12,6,5,1,50.0,41.67,8.33,24
2,Bronx,Kentucky yellowwood,None,60,52,7,1,86.67,11.67,1.67,24
2,Bronx,Kentucky yellowwood,1or2,28,18,6,4,64.29,21.43,14.29,24
3,Brooklyn,Kentucky yellowwood,3or4,5,4,1,0,80.0,20.0,0.0,24
3,Brooklyn,Kentucky yellowwood,4orMore,1,1,0,0,100.0,0.0,0.0,24
3,Brooklyn,Kentucky yellowwood,None,77,56,13,8,72.73,16.88,10.39,24
3,Brooklyn,Kentucky yellowwood,1or2,41,20,15,6,48.78,36.59,14.63,24
4,Queens,Kentucky yellowwood,3or4,2,2,0,0,100.0,0.0,0.0,24
4,Queens,Kentucky yellowwood,None,135,113,18,4,83.7,13.33,2.96,24
4,Queens,Kentucky yellowwood,4orMore,1,1,0,0,100.0,0.0,0.0,24
4,Queens,Kentucky yellowwood,1or2,49,41,4,4,83.67,8.16,8.16,24
5,Staten Island,Kentucky yellowwood,1or2,17,15,1,1,88.24,5.88,5.88,24
5,Staten Island,Kentucky yellowwood,None,42,36,3,3,85.71,7.14,7.14,24
5,Staten Island,Kentucky yellowwood,3or4,3,3,0,0,100.0,0.0,0.0,24
1,Manhattan,sugar maple,3or4,9,2,6,1,22.22,66.67,11.11,25
1,Manhattan,sugar maple,1or2,15,9,4,2,60.0,26.67,13.33,25
1,Manhattan,sugar maple,None,24,19,3,2,79.17,12.5,8.33,25
2,Bronx,sugar maple,3or4,3,3,0,0,100.0,0.0,0.0,25
2,Bronx,sugar maple,1or2,50,39,6,5,78.0,12.0,10.0,25
2,Bronx,sugar maple,None,309,221,63,25,71.52,20.39,8.09,25
3,Brooklyn,sugar maple,3or4,34,22,9,3,64.71,26.47,8.82,25
3,Brooklyn,sugar maple,None,392,246,111,35,62.76,28.32,8.93,25
3,Brooklyn,sugar maple,1or2,176,106,59,11,60.23,33.52,6.25,25
3,Brooklyn,sugar maple,4orMore,1,1,0,0,100.0,0.0,0.0,25
4,Queens,sugar maple,1or2,143,92,38,13,64.34,26.57,9.09,25
4,Queens,sugar maple,None,1127,771,247,109,68.41,21.92,9.67,25
4,Queens,sugar maple,3or4,12,11,1,0,91.67,8.33,0.0,25
5,Staten Island,sugar maple,3or4,4,4,0,0,100.0,0.0,0.0,25
5,Staten Island,sugar maple,None,388,312,55,21,80.41,14.18,5.41,25
5,Staten Island,sugar maple,1or2,157,132,18,7,84.08,11.46,4.46,25
1,Manhattan,English oak,3or4,18,13,5,0,72.22,27.78,0.0,26
1,Manhattan,English oak,None,114,87,25,2,76.32,21.93,1.75,26
1,Manhattan,English oak,4orMore,2,2,0,0,100.0,0.0,0.0,26
1,Manhattan,English oak,1or2,63,48,12,3,76.19,19.05,4.76,26
2,Bronx,English oak,None,141,120,18,3,85.11,12.77,2.13,26
2,Bronx,English oak,1or2,79,73,6,0,92.41,7.59,0.0,26
2,Bronx,English oak,3or4,3,3,0,0,100.0,0.0,0.0,26
3,Brooklyn,English oak,4orMore,1,1,0,0,100.0,0.0,0.0,26
3,Brooklyn,English oak,1or2,165,138,21,6,83.64,12.73,3.64,26
3,Brooklyn,English oak,3or4,25,22,2,1,88.0,8.0,4.0,26
3,Brooklyn,English oak,None,368,321,37,10,87.23,10.05,2.72,26
4,Queens,English oak,None,335,282,45,8,84.18,13.43,2.39,26
4,Queens,English oak,3or4,11,11,0,0,100.0,0.0,0.0,26
4,Queens,English oak,1or2,115,85,21,9,73.91,18.26,7.83,26
5,Staten Island,English oak,1or2,35,20,15,0,57.14,42.86,0.0,26
5,Staten Island,English oak,3or4,2,2,0,0,100.0,0.0,0.0,26
5,Staten Island,English oak,None,167,135,30,2,80.84,17.96,1.2,26
1,Manhattan,smoketree,None,1,1,0,0,100.0,0.0,0.0,27
2,Bronx,smoketree,None,2,1,1,0,50.0,50.0,0.0,27
2,Bronx,smoketree,1or2,1,0,1,0,0.0,100.0,0.0,27
3,Brooklyn,smoketree,3or4,4,4,0,0,100.0,0.0,0.0,27
3,Brooklyn,smoketree,1or2,3,2,1,0,66.67,33.33,0.0,27
3,Brooklyn,smoketree,None,3,3,0,0,100.0,0.0,0.0,27
4,Queens,smoketree,1or2,13,13,0,0,100.0,0.0,0.0,27
4,Queens,smoketree,4orMore,2,2,0,0,100.0,0.0,0.0,27
4,Queens,smoketree,3or4,2,2,0,0,100.0,0.0,0.0,27
4,Queens,smoketree,None,25,18,7,0,72.0,28.0,0.0,27
5,Staten Island,smoketree,1or2,1,0,0,1,0.0,0.0,100.0,27
5,Staten Island,smoketree,None,1,1,0,0,100.0,0.0,0.0,27
1,Manhattan,silver maple,1or2,26,10,13,3,38.46,50.0,11.54,28
1,Manhattan,silver maple,None,34,18,9,7,52.94,26.47,20.59,28
1,Manhattan,silver maple,3or4,11,9,0,2,81.82,0.0,18.18,28
2,Bronx,silver maple,3or4,6,5,1,0,83.33,16.67,0.0,28
2,Bronx,silver maple,None,571,450,88,33,78.81,15.41,5.78,28
2,Bronx,silver maple,1or2,85,67,13,5,78.82,15.29,5.88,28
3,Brooklyn,silver maple,3or4,33,28,4,1,84.85,12.12,3.03,28
3,Brooklyn,silver maple,4orMore,6,6,0,0,100.0,0.0,0.0,28
3,Brooklyn,silver maple,None,1102,847,218,37,76.86,19.78,3.36,28
3,Brooklyn,silver maple,1or2,234,194,32,8,82.91,13.68,3.42,28
4,Queens,silver maple,1or2,365,283,73,9,77.53,20.0,2.47,28
4,Queens,silver maple,4orMore,2,1,0,1,50.0,0.0,50.0,28
4,Queens,silver maple,None,5722,4390,1082,250,76.72,18.91,4.37,28
4,Queens,silver maple,3or4,27,21,5,1,77.78,18.52,3.7,28
5,Staten Island,silver maple,1or2,456,360,72,24,78.95,15.79,5.26,28
5,Staten Island,silver maple,4orMore,1,1,0,0,100.0,0.0,0.0,28
5,Staten Island,silver maple,3or4,28,24,3,1,85.71,10.71,3.57,28
5,Staten Island,silver maple,None,3568,2748,643,177,77.02,18.02,4.96,28
1,Manhattan,honeylocust,3or4,1586,1373,194,19,86.57,12.23,1.2,29
1,Manhattan,honeylocust,None,6423,5276,1038,109,82.14,16.16,1.7,29
1,Manhattan,honeylocust,Unknown,1,0,0,0,0.0,0.0,0.0,29
1,Manhattan,honeylocust,4orMore,91,77,13,1,84.62,14.29,1.1,29
1,Manhattan,honeylocust,1or2,5075,4232,767,76,83.39,15.11,1.5,29
2,Bronx,honeylocust,3or4,36,32,3,1,88.89,8.33,2.78,29
2,Bronx,honeylocust,4orMore,6,4,1,1,66.67,16.67,16.67,29
2,Bronx,honeylocust,1or2,1574,1322,202,50,83.99,12.83,3.18,29
2,Bronx,honeylocust,None,8075,7217,743,115,89.37,9.2,1.42,29
3,Brooklyn,honeylocust,None,12019,10175,1642,202,84.66,13.66,1.68,29
3,Brooklyn,honeylocust,1or2,4281,3541,649,91,82.71,15.16,2.13,29
3,Brooklyn,honeylocust,4orMore,46,41,5,0,89.13,10.87,0.0,29
3,Brooklyn,honeylocust,3or4,575,506,67,2,88.0,11.65,0.35,29
4,Queens,honeylocust,None,16493,14148,2057,288,85.78,12.47,1.75,29
4,Queens,honeylocust,1or2,3593,2890,600,103,80.43,16.7,2.87,29
4,Queens,honeylocust,3or4,179,153,21,5,85.47,11.73,2.79,29
4,Queens,honeylocust,4orMore,25,20,2,3,80.0,8.0,12.0,29
5,Staten Island,honeylocust,None,3487,2932,454,101,84.08,13.02,2.9,29
5,Staten Island,honeylocust,4orMore,8,5,2,1,62.5,25.0,12.5,29
5,Staten Island,honeylocust,1or2,665,533,110,22,80.15,16.54,3.31,29
5,Staten Island,honeylocust,3or4,26,24,2,0,92.31,7.69,0.0,29
1,Manhattan,European beech,1or2,3,3,0,0,100.0,0.0,0.0,30
1,Manhattan,European beech,None,3,3,0,0,100.0,0.0,0.0,30
2,Bronx,European beech,1or2,3,0,3,0,0.0,100.0,0.0,30
2,Bronx,European beech,None,11,7,3,1,63.64,27.27,9.09,30
3,Brooklyn,European beech,1or2,20,14,5,1,70.0,25.0,5.0,30
3,Brooklyn,European beech,None,21,16,4,1,76.19,19.05,4.76,30
3,Brooklyn,European beech,3or4,1,1,0,0,100.0,0.0,0.0,30
4,Queens,European beech,None,35,30,4,1,85.71,11.43,2.86,30
4,Queens,European beech,1or2,16,13,3,0,81.25,18.75,0.0,30
5,Staten Island,European beech,None,6,6,0,0,100.0,0.0,0.0,30
5,Staten Island,European beech,1or2,4,4,0,0,100.0,0.0,0.0,30
5,Staten Island,European beech,3or4,2,2,0,0,100.0,0.0,0.0,30
1,Manhattan,black walnut,None,15,14,1,0,93.33,6.67,0.0,31
1,Manhattan,black walnut,3or4,7,4,3,0,57.14,42.86,0.0,31
1,Manhattan,black walnut,1or2,11,8,2,1,72.73,18.18,9.09,31
2,Bronx,black walnut,1or2,6,3,3,0,50.0,50.0,0.0,31
2,Bronx,black walnut,None,37,27,7,3,72.97,18.92,8.11,31
3,Brooklyn,black walnut,3or4,5,5,0,0,100.0,0.0,0.0,31
3,Brooklyn,black walnut,None,49,43,6,0,87.76,12.24,0.0,31
3,Brooklyn,black walnut,1or2,27,23,3,1,85.19,11.11,3.7,31
3,Brooklyn,black walnut,4orMore,1,1,0,0,100.0,0.0,0.0,31
4,Queens,black walnut,1or2,22,18,3,1,81.82,13.64,4.55,31
4,Queens,black walnut,None,69,58,10,1,84.06,14.49,1.45,31
5,Staten Island,black walnut,1or2,14,10,0,4,71.43,0.0,28.57,31
5,Staten Island,black walnut,None,32,20,11,1,62.5,34.38,3.12,31
1,Manhattan,black cherry,4orMore,1,1,0,0,100.0,0.0,0.0,32
1,Manhattan,black cherry,3or4,5,3,1,1,60.0,20.0,20.0,32
1,Manhattan,black cherry,1or2,9,5,2,2,55.56,22.22,22.22,32
1,Manhattan,black cherry,None,17,16,1,0,94.12,5.88,0.0,32
2,Bronx,black cherry,None,43,32,6,5,74.42,13.95,11.63,32
2,Bronx,black cherry,1or2,21,20,0,1,95.24,0.0,4.76,32
3,Brooklyn,black cherry,None,94,74,14,6,78.72,14.89,6.38,32
3,Brooklyn,black cherry,1or2,52,45,6,1,86.54,11.54,1.92,32
3,Brooklyn,black cherry,3or4,6,6,0,0,100.0,0.0,0.0,32
4,Queens,black cherry,3or4,11,9,2,0,81.82,18.18,0.0,32
4,Queens,black cherry,1or2,54,45,6,3,83.33,11.11,5.56,32
4,Queens,black cherry,None,197,135,48,14,68.53,24.37,7.11,32
4,Queens,black cherry,4orMore,7,4,3,0,57.14,42.86,0.0,32
5,Staten Island,black cherry,None,69,47,15,7,68.12,21.74,10.14,32
5,Staten Island,black cherry,1or2,20,16,3,1,80.0,15.0,5.0,32
5,Staten Island,black cherry,3or4,1,1,0,0,100.0,0.0,0.0,32
1,Manhattan,ash,1or2,21,16,3,2,76.19,14.29,9.52,33
1,Manhattan,ash,None,36,23,10,3,63.89,27.78,8.33,33
1,Manhattan,ash,3or4,1,1,0,0,100.0,0.0,0.0,33
2,Bronx,ash,1or2,49,42,5,2,85.71,10.2,4.08,33
2,Bronx,ash,None,236,191,38,7,80.93,16.1,2.97,33
2,Bronx,ash,3or4,4,4,0,0,100.0,0.0,0.0,33
3,Brooklyn,ash,1or2,46,37,8,1,80.43,17.39,2.17,33
3,Brooklyn,ash,None,319,252,58,9,79.0,18.18,2.82,33
3,Brooklyn,ash,4orMore,4,4,0,0,100.0,0.0,0.0,33
4,Queens,ash,3or4,12,9,2,1,75.0,16.67,8.33,33
4,Queens,ash,1or2,119,100,15,4,84.03,12.61,3.36,33
4,Queens,ash,None,1193,1042,113,38,87.34,9.47,3.19,33
5,Staten Island,ash,3or4,1,1,0,0,100.0,0.0,0.0,33
5,Staten Island,ash,1or2,40,30,8,2,75.0,20.0,5.0,33
5,Staten Island,ash,None,528,363,132,33,68.75,25.0,6.25,33
1,Manhattan,American hornbeam,3or4,9,7,2,0,77.78,22.22,0.0,34
1,Manhattan,American hornbeam,4orMore,14,14,0,0,100.0,0.0,0.0,34
1,Manhattan,American hornbeam,None,24,16,5,3,66.67,20.83,12.5,34
1,Manhattan,American hornbeam,1or2,38,30,6,2,78.95,15.79,5.26,34
2,Bronx,American hornbeam,1or2,66,41,18,7,62.12,27.27,10.61,34
2,Bronx,American hornbeam,None,211,160,38,13,75.83,18.01,6.16,34
2,Bronx,American hornbeam,3or4,18,10,5,3,55.56,27.78,16.67,34
3,Brooklyn,American hornbeam,1or2,112,80,21,11,71.43,18.75,9.82,34
3,Brooklyn,American hornbeam,3or4,21,16,4,1,76.19,19.05,4.76,34
3,Brooklyn,American hornbeam,None,210,179,20,11,85.24,9.52,5.24,34
4,Queens,American hornbeam,3or4,6,6,0,0,100.0,0.0,0.0,34
4,Queens,American hornbeam,1or2,196,155,25,16,79.08,12.76,8.16,34
4,Queens,American hornbeam,None,323,278,32,13,86.07,9.91,4.02,34
5,Staten Island,American hornbeam,1or2,63,49,10,4,77.78,15.87,6.35,34
5,Staten Island,American hornbeam,None,201,175,17,9,87.06,8.46,4.48,34
5,Staten Island,American hornbeam,3or4,5,5,0,0,100.0,0.0,0.0,34
1,Manhattan,Norway maple,None,168,99,51,18,58.93,30.36,10.71,35
1,Manhattan,Norway maple,4orMore,7,5,1,1,71.43,14.29,14.29,35
1,Manhattan,Norway maple,1or2,83,38,30,15,45.78,36.14,18.07,35
1,Manhattan,Norway maple,3or4,32,15,11,6,46.88,34.38,18.75,35
2,Bronx,Norway maple,3or4,27,16,7,4,59.26,25.93,14.81,35
2,Bronx,Norway maple,4orMore,1,1,0,0,100.0,0.0,0.0,35
2,Bronx,Norway maple,None,3022,2103,690,229,69.59,22.83,7.58,35
2,Bronx,Norway maple,1or2,326,222,76,28,68.1,23.31,8.59,35
3,Brooklyn,Norway maple,1or2,1297,809,340,148,62.37,26.21,11.41,35
3,Brooklyn,Norway maple,3or4,204,143,49,12,70.1,24.02,5.88,35
3,Brooklyn,Norway maple,None,5469,3242,1515,712,59.28,27.7,13.02,35
3,Brooklyn,Norway maple,4orMore,19,16,2,1,84.21,10.53,5.26,35
4,Queens,Norway maple,None,17477,10397,5061,2019,59.49,28.96,11.55,35
4,Queens,Norway maple,4orMore,14,5,7,2,35.71,50.0,14.29,35
4,Queens,Norway maple,1or2,1802,927,576,299,51.44,31.96,16.59,35
4,Queens,Norway maple,3or4,114,49,50,15,42.98,43.86,13.16,35
5,Staten Island,Norway maple,4orMore,3,2,1,0,66.67,33.33,0.0,35
5,Staten Island,Norway maple,3or4,57,48,8,1,84.21,14.04,1.75,35
5,Staten Island,Norway maple,1or2,548,428,90,30,78.1,16.42,5.47,35
5,Staten Island,Norway maple,None,3519,2683,597,239,76.24,16.97,6.79,35
1,Manhattan,American elm,None,1086,894,149,43,82.32,13.72,3.96,36
1,Manhattan,American elm,1or2,495,380,85,30,76.77,17.17,6.06,36
1,Manhattan,American elm,3or4,102,75,22,5,73.53,21.57,4.9,36
1,Manhattan,American elm,4orMore,15,12,3,0,80.0,20.0,0.0,36
2,Bronx,American elm,4orMore,1,1,0,0,100.0,0.0,0.0,36
2,Bronx,American elm,3or4,20,17,3,0,85.0,15.0,0.0,36
2,Bronx,American elm,1or2,310,231,64,15,74.52,20.65,4.84,36
2,Bronx,American elm,None,1140,927,181,32,81.32,15.88,2.81,36
3,Brooklyn,American elm,3or4,52,43,6,3,82.69,11.54,5.77,36
3,Brooklyn,American elm,None,1833,1423,367,43,77.63,20.02,2.35,36
3,Brooklyn,American elm,4orMore,9,8,1,0,88.89,11.11,0.0,36
3,Brooklyn,American elm,1or2,693,552,123,18,79.65,17.75,2.6,36
4,Queens,American elm,1or2,357,281,58,18,78.71,16.25,5.04,36
4,Queens,American elm,4orMore,7,6,0,1,85.71,0.0,14.29,36
4,Queens,American elm,None,1325,1110,170,45,83.77,12.83,3.4,36
4,Queens,American elm,3or4,20,17,3,0,85.0,15.0,0.0,36
5,Staten Island,American elm,None,382,315,55,12,82.46,14.4,3.14,36
5,Staten Island,American elm,1or2,124,116,5,3,93.55,4.03,2.42,36
5,Staten Island,American elm,3or4,4,4,0,0,100.0,0.0,0.0,36
1,Manhattan,Chinese chestnut,None,9,4,5,0,44.44,55.56,0.0,37
1,Manhattan,Chinese chestnut,1or2,7,7,0,0,100.0,0.0,0.0,37
1,Manhattan,Chinese chestnut,4orMore,1,0,1,0,0.0,100.0,0.0,37
2,Bronx,Chinese chestnut,None,10,10,0,0,100.0,0.0,0.0,37
2,Bronx,Chinese chestnut,1or2,9,7,2,0,77.78,22.22,0.0,37
3,Brooklyn,Chinese chestnut,None,31,28,3,0,90.32,9.68,0.0,37
3,Brooklyn,Chinese chestnut,1or2,22,21,1,0,95.45,4.55,0.0,37
3,Brooklyn,Chinese chestnut,3or4,1,1,0,0,100.0,0.0,0.0,37
4,Queens,Chinese chestnut,None,52,45,5,2,86.54,9.62,3.85,37
4,Queens,Chinese chestnut,1or2,6,5,1,0,83.33,16.67,0.0,37
4,Queens,Chinese chestnut,3or4,1,1,0,0,100.0,0.0,0.0,37
5,Staten Island,Chinese chestnut,3or4,3,3,0,0,100.0,0.0,0.0,37
5,Staten Island,Chinese chestnut,1or2,1,1,0,0,100.0,0.0,0.0,37
5,Staten Island,Chinese chestnut,None,20,17,3,0,85.0,15.0,0.0,37
1,Manhattan,eastern redcedar,1or2,14,11,3,0,78.57,21.43,0.0,38
1,Manhattan,eastern redcedar,None,26,21,4,1,80.77,15.38,3.85,38
1,Manhattan,eastern redcedar,3or4,2,2,0,0,100.0,0.0,0.0,38
2,Bronx,eastern redcedar,3or4,3,3,0,0,100.0,0.0,0.0,38
2,Bronx,eastern redcedar,1or2,28,26,1,1,92.86,3.57,3.57,38
2,Bronx,eastern redcedar,None,127,115,9,3,90.55,7.09,2.36,38
3,Brooklyn,eastern redcedar,1or2,98,89,9,0,90.82,9.18,0.0,38
3,Brooklyn,eastern redcedar,None,183,151,24,8,82.51,13.11,4.37,38
3,Brooklyn,eastern redcedar,3or4,9,8,1,0,88.89,11.11,0.0,38
4,Queens,eastern redcedar,1or2,173,150,15,8,86.71,8.67,4.62,38
4,Queens,eastern redcedar,None,350,296,38,16,84.57,10.86,4.57,38
4,Queens,eastern redcedar,4orMore,1,1,0,0,100.0,0.0,0.0,38
4,Queens,eastern redcedar,3or4,8,7,1,0,87.5,12.5,0.0,38
5,Staten Island,eastern redcedar,1or2,15,13,2,0,86.67,13.33,0.0,38
5,Staten Island,eastern redcedar,3or4,3,3,0,0,100.0,0.0,0.0,38
5,Staten Island,eastern redcedar,None,61,50,9,2,81.97,14.75,3.28,38
1,Manhattan,London planetree,3or4,356,175,125,56,49.16,35.11,15.73,39
1,Manhattan,London planetree,None,2216,1494,548,174,67.42,24.73,7.85,39
1,Manhattan,London planetree,4orMore,11,9,2,0,81.82,18.18,0.0,39
1,Manhattan,London planetree,1or2,1539,919,469,151,59.71,30.47,9.81,39
2,Bronx,London planetree,3or4,36,31,3,2,86.11,8.33,5.56,39
2,Bronx,London planetree,4orMore,14,14,0,0,100.0,0.0,0.0,39
2,Bronx,London planetree,1or2,895,691,165,39,77.21,18.44,4.36,39
2,Bronx,London planetree,None,6566,5544,847,175,84.43,12.9,2.67,39
3,Brooklyn,London planetree,3or4,772,644,110,18,83.42,14.25,2.33,39
3,Brooklyn,London planetree,None,28345,24001,3756,588,84.67,13.25,2.07,39
3,Brooklyn,London planetree,4orMore,50,34,13,3,68.0,26.0,6.0,39
3,Brooklyn,London planetree,1or2,5719,4691,866,162,82.02,15.14,2.83,39
4,Queens,London planetree,None,27658,23914,3178,566,86.46,11.49,2.05,39
4,Queens,London planetree,3or4,185,153,27,5,82.7,14.59,2.7,39
4,Queens,London planetree,4orMore,20,18,1,1,90.0,5.0,5.0,39
4,Queens,London planetree,1or2,3248,2707,457,84,83.34,14.07,2.59,39
5,Staten Island,London planetree,4orMore,1,1,0,0,100.0,0.0,0.0,39
5,Staten Island,London planetree,None,8503,7536,815,152,88.63,9.58,1.79,39
5,Staten Island,London planetree,1or2,841,700,119,22,83.23,14.15,2.62,39
5,Staten Island,London planetree,3or4,39,35,4,0,89.74,10.26,0.0,39
1,Manhattan,shingle oak,1or2,55,42,10,3,76.36,18.18,5.45,40
1,Manhattan,shingle oak,4orMore,1,1,0,0,100.0,0.0,0.0,40
1,Manhattan,shingle oak,None,125,106,16,3,84.8,12.8,2.4,40
1,Manhattan,shingle oak,3or4,24,16,8,0,66.67,33.33,0.0,40
2,Bronx,shingle oak,1or2,54,50,3,1,92.59,5.56,1.85,40
2,Bronx,shingle oak,None,121,103,13,5,85.12,10.74,4.13,40
2,Bronx,shingle oak,4orMore,1,1,0,0,100.0,0.0,0.0,40
2,Bronx,shingle oak,3or4,1,1,0,0,100.0,0.0,0.0,40
3,Brooklyn,shingle oak,4orMore,4,4,0,0,100.0,0.0,0.0,40
3,Brooklyn,shingle oak,None,143,117,19,7,81.82,13.29,4.9,40
3,Brooklyn,shingle oak,3or4,15,14,1,0,93.33,6.67,0.0,40
3,Brooklyn,shingle oak,1or2,115,89,16,10,77.39,13.91,8.7,40
4,Queens,shingle oak,3or4,6,5,0,1,83.33,0.0,16.67,40
4,Queens,shingle oak,1or2,122,103,13,6,84.43,10.66,4.92,40
4,Queens,shingle oak,None,205,175,23,7,85.37,11.22,3.41,40
5,Staten Island,shingle oak,4orMore,1,1,0,0,100.0,0.0,0.0,40
5,Staten Island,shingle oak,1or2,29,27,1,1,93.1,3.45,3.45,40
5,Staten Island,shingle oak,None,27,21,4,2,77.78,14.81,7.41,40
1,Manhattan,weeping willow,1or2,6,6,0,0,100.0,0.0,0.0,41
1,Manhattan,weeping willow,3or4,2,1,1,0,50.0,50.0,0.0,41
1,Manhattan,weeping willow,None,4,1,3,0,25.0,75.0,0.0,41
2,Bronx,weeping willow,1or2,8,7,1,0,87.5,12.5,0.0,41
2,Bronx,weeping willow,None,19,18,1,0,94.74,5.26,0.0,41
3,Brooklyn,weeping willow,1or2,16,13,2,1,81.25,12.5,6.25,41
3,Brooklyn,weeping willow,None,39,31,6,2,79.49,15.38,5.13,41
4,Queens,weeping willow,1or2,18,14,4,0,77.78,22.22,0.0,41
4,Queens,weeping willow,3or4,5,5,0,0,100.0,0.0,0.0,41
4,Queens,weeping willow,None,110,79,24,7,71.82,21.82,6.36,41
5,Staten Island,weeping willow,1or2,9,8,1,0,88.89,11.11,0.0,41
5,Staten Island,weeping willow,3or4,3,3,0,0,100.0,0.0,0.0,41
5,Staten Island,weeping willow,None,43,32,8,3,74.42,18.6,6.98,41
1,Manhattan,white pine,1or2,1,0,1,0,0.0,100.0,0.0,42
2,Bronx,white pine,1or2,2,1,1,0,50.0,50.0,0.0,42
2,Bronx,white pine,3or4,1,1,0,0,100.0,0.0,0.0,42
2,Bronx,white pine,None,14,12,2,0,85.71,14.29,0.0,42
3,Brooklyn,white pine,None,30,21,8,1,70.0,26.67,3.33,42
3,Brooklyn,white pine,1or2,7,5,0,2,71.43,0.0,28.57,42
4,Queens,white pine,None,63,44,13,6,69.84,20.63,9.52,42
4,Queens,white pine,4orMore,8,4,3,1,50.0,37.5,12.5,42
4,Queens,white pine,1or2,29,25,4,0,86.21,13.79,0.0,42
5,Staten Island,white pine,3or4,3,3,0,0,100.0,0.0,0.0,42
5,Staten Island,white pine,1or2,20,17,2,1,85.0,10.0,5.0,42
5,Staten Island,white pine,None,24,22,2,0,91.67,8.33,0.0,42
1,Manhattan,Chinese fringetree,None,5,4,1,0,80.0,20.0,0.0,43
1,Manhattan,Chinese fringetree,1or2,1,0,0,1,0.0,0.0,100.0,43
1,Manhattan,Chinese fringetree,3or4,3,3,0,0,100.0,0.0,0.0,43
2,Bronx,Chinese fringetree,None,24,22,0,2,91.67,0.0,8.33,43
2,Bronx,Chinese fringetree,1or2,6,6,0,0,100.0,0.0,0.0,43
2,Bronx,Chinese fringetree,3or4,1,1,0,0,100.0,0.0,0.0,43
3,Brooklyn,Chinese fringetree,None,33,25,7,1,75.76,21.21,3.03,43
3,Brooklyn,Chinese fringetree,1or2,19,14,5,0,73.68,26.32,0.0,43
3,Brooklyn,Chinese fringetree,4orMore,1,1,0,0,100.0,0.0,0.0,43
4,Queens,Chinese fringetree,1or2,48,44,2,2,91.67,4.17,4.17,43
4,Queens,Chinese fringetree,3or4,2,2,0,0,100.0,0.0,0.0,43
4,Queens,Chinese fringetree,None,43,38,5,0,88.37,11.63,0.0,43
5,Staten Island,Chinese fringetree,1or2,12,10,2,0,83.33,16.67,0.0,43
5,Staten Island,Chinese fringetree,None,36,33,3,0,91.67,8.33,0.0,43
1,Manhattan,purple-leaf plum,None,63,51,9,3,80.95,14.29,4.76,44
1,Manhattan,purple-leaf plum,1or2,39,23,12,4,58.97,30.77,10.26,44
1,Manhattan,purple-leaf plum,3or4,8,7,1,0,87.5,12.5,0.0,44
2,Bronx,purple-leaf plum,None,564,471,58,35,83.51,10.28,6.21,44
2,Bronx,purple-leaf plum,3or4,18,15,3,0,83.33,16.67,0.0,44
2,Bronx,purple-leaf plum,1or2,192,149,34,9,77.6,17.71,4.69,44
